filename,width,height,class,xmin,ymin,xmax,ymax,damage_type
1499.jpeg,224,224,door_scratch,1,53,224,160,door_scratch
15.jpeg,224,224,Roll-over Damage,1,14,224,205,No_Damage
150.jpeg,224,224,head_lamp,1,1,224,213,head_lamp
1500.jpeg,224,224,door_scratch,1,73,224,190,door_scratch
1501.jpeg,224,224,door_dent,1,27,224,195,door_dent
1502.jpeg,224,224,tail_lamp,23,1,224,201,tail_lamp
1503.jpeg,224,224,tail_lamp,1,17,224,184,tail_lamp
1504.jpeg,224,224,tail_lamp,1,1,224,207,tail_lamp
1505.jpeg,224,224,No_Damage,2,51,221,193,No_Damage
1506.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
1507.jpeg,224,224,No_Damage,1,66,224,207,No_Damage
1508.jpeg,224,224,glass_shatter,1,1,221,224,glass_shatter
1509.jpeg,224,224,No_Damage,1,38,224,150,No_Damage
151.jpeg,224,224,door_dent,1,1,224,224,door_dent
1510.jpeg,224,224,head_lamp,1,12,223,193,head_lamp
1511.jpeg,224,224,glass_shatter,1,1,204,202,glass_shatter
152.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
153.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
154.jpeg,224,224,severe_damage,1,40,224,224,severe_damage
155.jpeg,224,224,No_Damage,1,59,224,224,No_Damage
156.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
157.jpeg,224,224,front_damage,1,1,224,224,front_damage
158.jpeg,224,224,door_dent,1,1,224,224,door_dent
159.jpeg,224,224,bumper_dent,1,1,224,209,bumper_dent
16.jpeg,224,224,head_lamp,1,1,224,202,head_lamp
160.jpeg,224,224,severe_damage,1,1,224,224,severe_damage
161.jpeg,224,224,tail_lamp,1,1,199,224,tail_lamp
162.jpeg,224,224,front_damage,1,51,191,214,front_damage
163.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
164.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
165.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
166.jpeg,224,224,door_dent,1,1,224,224,door_dent
167.jpeg,224,224,No_Damage,1,39,224,181,No_Damage
168.jpeg,224,224,No_Damage,1,63,224,224,No_Damage
169.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
17.jpeg,224,224,bumper_dent,1,1,224,223,bumper_dent
170.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
171.jpeg,224,224,tail_lamp,1,1,224,210,tail_lamp
172.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
173.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
174.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
175.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
176.jpeg,224,224,front_damage,1,1,224,212,front_damage
177.jpeg,224,224,front_damage,1,12,224,224,front_damage
178.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
179.jpeg,224,224,tail_lamp,1,1,224,203,tail_lamp
18.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
180.jpeg,224,224,No_Damage,1,38,224,201,No_Damage
181.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
182.jpeg,224,224,No_Damage,1,21,224,224,No_Damage
183.jpeg,224,224,bumper_dent,1,1,224,203,bumper_dent
184.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
185.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
186.jpeg,224,224,head_lamp,1,1,223,202,head_lamp
187.jpeg,224,224,glass_shatter,1,1,224,176,glass_shatter
188.jpeg,224,224,door_scratch,1,48,222,205,door_scratch
189.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
19.jpeg,224,224,Severe_Damage,1,1,224,224,No_Damage
190.jpeg,224,224,No_Damage,1,26,224,188,No_Damage
191.jpeg,224,224,No_Damage,1,28,224,215,No_Damage
192.jpeg,224,224,door_dent,1,1,224,224,door_dent
193.jpeg,224,224,door_dent,1,1,224,202,door_dent
194.jpeg,224,224,door_dent,1,1,224,224,door_dent
195.jpeg,224,224,glass_shatter,1,1,224,210,glass_shatter
196.jpeg,224,224,glass_shatter,1,10,224,224,glass_shatter
197.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
198.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
199.jpeg,224,224,No_Damage,1,79,224,224,No_Damage
2.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
20.jpeg,224,224,door_dent,1,1,224,224,door_dent
200.jpeg,224,224,door_dent,1,1,224,224,door_dent
201.jpeg,224,224,door_dent,1,1,224,224,door_dent
202.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
203.jpeg,224,224,door_dent,1,13,224,181,door_dent
204.jpeg,224,224,door_dent,1,1,224,224,door_dent
205.jpeg,224,224,No_Damage,1,29,224,224,No_Damage
206.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
207.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
208.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
209.jpeg,224,224,bumper_dent,1,1,224,222,bumper_dent
21.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
210.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
211.jpeg,224,224,severe_damage,1,13,224,198,severe_damage
212.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
213.jpeg,224,224,door_dent,1,1,224,224,door_dent
214.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
215.jpeg,224,224,No_Damage,1,17,224,216,No_Damage
216.jpeg,224,224,severe_damage,1,39,216,194,severe_damage
217.jpeg,224,224,door_dent,1,1,224,194,door_dent
218.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
219.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
22.jpeg,224,224,door_dent,1,1,224,224,door_dent
220.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
221.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
222.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
223.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
224.jpeg,224,224,No_Damage,1,40,224,149,No_Damage
225.jpeg,224,224,No_Damage,1,47,224,195,No_Damage
226.jpeg,224,224,glass_shatter,1,35,224,224,glass_shatter
227.jpeg,224,224,severe_damage,9,39,210,162,severe_damage
228.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
229.jpeg,224,224,No_Damage,1,10,224,185,No_Damage
23.jpeg,224,224,tail_lamp,93,1,224,186,tail_lamp
230.jpeg,224,224,No_Damage,1,14,224,224,No_Damage
231.jpeg,224,224,severe_damage,1,7,224,223,severe_damage
232.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
233.jpeg,224,224,door_dent,1,1,224,224,door_dent
234.jpeg,224,224,bumper_dent,1,1,224,189,bumper_dent
235.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
236.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
237.jpeg,224,224,glass_shatter,1,1,224,202,glass_shatter
238.jpeg,224,224,No_Damage,1,17,224,209,No_Damage
239.jpeg,224,224,door_dent,1,9,224,224,door_dent
24.jpeg,224,224,door_dent,1,1,224,224,door_dent
240.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
241.jpeg,224,224,No_Damage,1,23,224,169,No_Damage
242.jpeg,224,224,severe_damage,1,19,224,224,severe_damage
243.jpeg,224,224,No_Damage,1,37,224,184,No_Damage
244.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
245.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
246.jpeg,224,224,No_Damage,1,33,224,209,No_Damage
247.jpeg,224,224,tail_lamp,1,1,224,199,tail_lamp
248.jpeg,224,224,bumper_dent,1,1,224,201,bumper_dent
249.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
25.jpeg,224,224,Severe_Damage,1,13,224,224,No_Damage
250.jpeg,224,224,No_Damage,1,42,224,187,No_Damage
251.jpeg,224,224,severe_damage,1,1,224,224,severe_damage
252.jpeg,224,224,No_Damage,1,37,224,203,No_Damage
253.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
254.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
255.jpeg,224,224,front_damage,1,22,224,201,front_damage
256.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
257.jpeg,224,224,front_damage,1,31,224,194,front_damage
258.jpeg,224,224,No_Damage,1,35,223,165,No_Damage
259.jpeg,224,224,door_dent,1,1,224,224,door_dent
26.jpeg,224,224,glass_shatter,1,51,224,224,glass_shatter
260.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
261.jpeg,224,224,door_dent,1,1,224,224,door_dent
262.jpeg,224,224,No_Damage,1,10,224,224,No_Damage
263.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
264.jpeg,224,224,No_Damage,1,37,224,199,No_Damage
265.jpeg,224,224,tire_damage,1,1,224,224,tire_damage
266.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
267.jpeg,224,224,door_scratch,1,1,224,191,door_scratch
268.jpeg,224,224,No_Damage,1,1,224,183,No_Damage
269.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
27.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
270.jpeg,224,224,No_Damage,1,62,224,203,No_Damage
271.jpeg,224,224,front_damage,1,1,224,202,front_damage
272.jpeg,224,224,severe_damage,1,1,224,224,severe_damage
273.jpeg,224,224,severe_damage,1,39,224,212,severe_damage
274.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
275.jpeg,224,224,head_lamp,1,1,224,223,head_lamp
276.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
277.jpeg,224,224,door_dent,1,1,224,224,door_dent
278.jpeg,224,224,severe_damage,1,1,224,224,severe_damage
279.jpeg,224,224,head_lamp,1,1,224,202,head_lamp
28.jpeg,224,224,No_Damage,1,98,224,223,No_Damage
280.jpeg,224,224,door_dent,1,1,224,224,door_dent
281.jpeg,224,224,door_dent,1,1,224,214,door_dent
282.jpeg,224,224,head_lamp,1,1,224,203,head_lamp
283.jpeg,224,224,head_lamp,1,1,224,205,head_lamp
284.jpeg,224,224,glass_shatter,21,13,203,177,glass_shatter
285.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
286.jpeg,224,224,glass_shatter,1,30,224,194,glass_shatter
287.jpeg,224,224,severe_damage,1,21,224,205,severe_damage
288.jpeg,224,224,bumper_dent,1,1,224,222,bumper_dent
289.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
29.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
290.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
291.jpeg,224,224,front_damage,1,1,224,204,front_damage
292.jpeg,224,224,bumper_scratch,1,1,224,208,bumper_scratch
293.jpeg,224,224,severe_damage,40,61,224,221,severe_damage
294.jpeg,224,224,severe_damage,1,1,224,202,severe_damage
295.jpeg,224,224,bumper_scratch,1,1,224,175,bumper_scratch
296.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
297.jpeg,224,224,severe_damage,1,1,224,222,severe_damage
298.jpeg,224,224,front_damage,1,12,224,221,front_damage
299.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
3.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
30.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
300.jpeg,224,224,No_Damage,1,21,224,216,No_Damage
301.jpeg,224,224,door_dent,1,1,224,224,door_dent
302.jpeg,224,224,door_dent,1,1,224,222,door_dent
303.jpeg,224,224,door_dent,1,1,224,224,door_dent
304.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
305.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
306.jpeg,224,224,bumper_scratch,1,1,224,201,bumper_scratch
307.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
308.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
309.jpeg,224,224,No_Damage,1,107,224,217,No_Damage
31.jpeg,224,224,Severe_Damage,1,44,224,212,No_Damage
310.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
311.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
312.jpeg,224,224,No_Damage,1,1,224,223,No_Damage
313.jpeg,224,224,front_damage,1,1,224,224,front_damage
314.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
315.jpeg,224,224,severe_damage,32,45,206,197,severe_damage
316.jpeg,224,224,door_dent,1,1,224,222,door_dent
317.jpeg,224,224,door_scratch,1,1,224,223,door_scratch
318.jpeg,224,224,head_lamp,1,1,224,204,head_lamp
319.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
32.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
320.jpeg,224,224,door_dent,1,1,224,224,door_dent
321.jpeg,224,224,head_lamp,1,1,224,202,head_lamp
322.jpeg,224,224,severe_damage,1,32,224,224,severe_damage
323.jpeg,224,224,door_dent,1,1,224,204,door_dent
324.jpeg,224,224,bumper_dent,1,1,224,209,bumper_dent
325.jpeg,224,224,tail_lamp,1,1,224,207,tail_lamp
326.jpeg,224,224,No_Damage,1,37,224,177,No_Damage
327.jpeg,224,224,bumper_scratch,1,1,224,203,bumper_scratch
328.jpeg,224,224,door_dent,1,31,224,207,door_dent
329.jpeg,224,224,door_scratch,1,1,224,204,door_scratch
33.jpeg,224,224,front_damage,1,1,224,223,front_damage
330.jpeg,224,224,front_damage,1,8,224,221,front_damage
331.jpeg,224,224,severe_damage,1,60,224,174,severe_damage
332.jpeg,224,224,door_dent,1,1,224,205,door_dent
333.jpeg,224,224,No_Damage,1,47,224,224,No_Damage
334.jpeg,224,224,door_dent,1,1,224,224,door_dent
335.jpeg,224,224,head_lamp,1,11,224,213,head_lamp
336.jpeg,224,224,No_Damage,1,10,224,224,No_Damage
337.jpeg,224,224,No_Damage,22,65,224,204,No_Damage
338.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
339.jpeg,224,224,severe_damage,1,49,224,188,severe_damage
34.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
340.jpeg,224,224,bumper_scratch,1,1,224,198,bumper_scratch
341.jpeg,224,224,door_scratch,1,1,224,222,door_scratch
342.jpeg,224,224,No_Damage,1,50,224,209,No_Damage
343.jpeg,224,224,No_Damage,1,42,224,210,No_Damage
344.jpeg,224,224,severe_damage,1,22,224,216,severe_damage
345.jpeg,224,224,severe_damage,1,1,224,224,severe_damage
346.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
347.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
348.jpeg,224,224,No_Damage,1,21,224,206,No_Damage
349.jpeg,224,224,door_dent,1,1,224,224,door_dent
35.jpeg,224,224,No_Damage,1,36,224,194,No_Damage
350.jpeg,224,224,glass_shatter,1,15,224,224,glass_shatter
351.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
352.jpeg,224,224,No_Damage,13,16,224,184,No_Damage
353.jpeg,224,224,head_lamp,1,1,224,222,head_lamp
354.jpeg,224,224,door_dent,1,1,224,224,door_dent
355.jpeg,224,224,No_Damage,1,39,224,195,No_Damage
356.jpeg,224,224,No_Damage,1,27,224,201,No_Damage
357.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
358.jpeg,224,224,door_dent,1,1,224,224,door_dent
359.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
36.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
360.jpeg,224,224,door_dent,104,17,224,224,door_dent
361.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
362.jpeg,224,224,front_damage,1,11,224,201,front_damage
363.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter
364.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
365.jpeg,224,224,severe_damage,1,1,224,224,severe_damage
366.jpeg,224,224,No_Damage,1,28,224,207,No_Damage
367.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
368.jpeg,224,224,bumper_dent,1,1,223,182,bumper_dent
369.jpeg,224,224,bumper_dent,1,1,224,222,bumper_dent
37.jpeg,224,224,No_Damage,1,43,224,186,No_Damage
370.jpeg,224,224,No_Damage,11,100,224,224,No_Damage
371.jpeg,224,224,bumper_dent,1,1,224,223,bumper_dent
372.jpeg,224,224,head_lamp,1,1,224,210,head_lamp
373.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
374.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
375.jpeg,224,224,door_scratch,1,1,224,195,door_scratch
376.jpeg,224,224,head_lamp,1,1,224,201,head_lamp
377.jpeg,224,224,glass_shatter,1,9,224,198,glass_shatter
378.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
379.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
38.jpeg,224,224,No_Damage,1,1,224,224,No_Damage
380.jpeg,224,224,No_Damage,1,17,224,208,No_Damage
381.jpeg,224,224,bumper_scratch,1,11,224,212,bumper_scratch
382.jpeg,224,224,door_dent,1,1,224,224,door_dent
383.jpeg,224,224,severe_damage,1,1,224,222,severe_damage
384.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
385.jpeg,224,224,glass_shatter,1,7,224,224,glass_shatter
386.jpeg,224,224,head_lamp,1,1,224,208,head_lamp
387.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
388.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
389.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
39.jpeg,224,224,door_dent,1,1,224,224,door_dent
390.jpeg,224,224,door_scratch,56,58,129,97,door_scratch
391.jpeg,224,224,front_damage,1,1,224,206,front_damage
392.jpeg,224,224,bumper_dent,63,64,187,185,bumper_dent
393.jpeg,224,224,bumper_scratch,1,1,224,223,bumper_scratch
394.jpeg,224,224,bumper_dent,1,12,224,224,bumper_dent
395.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
396.jpeg,224,224,door_dent,1,1,224,224,door_dent
397.jpeg,224,224,bumper_dent,1,1,224,201,bumper_dent
398.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
399.jpeg,224,224,severe_damage,16,41,224,223,severe_damage
4.jpeg,224,224,side_damage,8,79,76,124,side_damage
40.jpeg,224,224,front_damage,1,1,224,223,front_damage
400.jpeg,224,224,severe_damage,1,51,224,193,severe_damage
401.jpeg,224,224,head_lamp,1,1,224,209,head_lamp
402.jpeg,224,224,tire_damage,1,1,224,224,tire_damage
403.jpeg,224,224,tail_lamp,1,1,209,209,tail_lamp
404.jpeg,224,224,No_Damage,1,61,224,186,No_Damage
405.jpeg,224,224,bumper_dent,125,116,224,156,bumper_dent
406.jpeg,224,224,glass_shatter,1,2,224,202,glass_shatter
407.jpeg,224,224,door_dent,1,1,224,210,door_dent
408.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
409.jpeg,224,224,door_scratch,1,1,224,199,door_scratch
41.jpeg,224,224,bumper_dent,1,1,224,185,bumper_dent
410.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
411.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
412.jpeg,224,224,front_damage,132,82,180,150,front_damage
413.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
414.jpeg,224,224,bumper_scratch,68,103,167,181,bumper_scratch
415.jpeg,224,224,door_dent,1,1,224,224,door_dent
416.jpeg,224,224,severe_damage,2,14,224,172,severe_damage
417.jpeg,224,224,door_dent,1,1,224,224,door_dent
418.jpeg,224,224,door_dent,1,1,224,224,door_dent
419.jpeg,224,224,bumper_dent,1,1,224,175,bumper_dent
42.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
420.jpeg,224,224,door_dent,1,1,224,224,door_dent
421.jpeg,224,224,door_dent,78,82,224,173,door_dent
422.jpeg,224,224,tail_lamp,1,18,224,206,tail_lamp
423.jpeg,224,224,No_Damage,1,5,224,209,No_Damage
424.jpeg,224,224,tail_lamp,108,1,224,224,tail_lamp
425.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
426.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
427.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
428.jpeg,224,224,No_Damage,21,48,224,196,No_Damage
429.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
43.jpeg,224,224,No_Damage,1,70,224,217,No_Damage
430.jpeg,224,224,No_Damage,17,39,207,197,No_Damage
431.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
432.jpeg,224,224,severe_damage,1,1,224,202,severe_damage
433.jpeg,224,224,severe_damage,1,40,224,194,severe_damage
434.jpeg,224,224,head_lamp,37,1,224,99,head_lamp
435.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
436.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
437.jpeg,224,224,door_scratch,1,1,170,159,door_scratch
438.jpeg,224,224,tail_lamp,1,61,135,152,tail_lamp
439.jpeg,224,224,bumper_scratch,1,1,181,207,bumper_scratch
44.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
440.jpeg,224,224,severe_damage,1,1,224,204,severe_damage
441.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
442.jpeg,224,224,No_Damage,1,37,224,204,No_Damage
443.jpeg,224,224,No_Damage,81,79,224,211,No_Damage
444.jpeg,224,224,bumper_dent,31,46,153,177,bumper_dent
445.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
446.jpeg,224,224,door_dent,1,1,224,224,door_dent
447.jpeg,224,224,front_damage,1,1,224,222,front_damage
448.jpeg,224,224,door_dent,1,1,224,224,door_dent
449.jpeg,224,224,bumper_dent,1,1,224,202,bumper_dent
45.jpeg,224,224,door_dent,1,17,224,224,door_dent
450.jpeg,224,224,door_dent,1,1,224,205,door_dent
451.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
452.jpeg,224,224,No_Damage,1,33,224,190,No_Damage
453.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
454.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
455.jpeg,224,224,head_lamp,1,6,190,171,head_lamp
456.jpeg,224,224,door_dent,127,12,190,224,door_dent
457.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
458.jpeg,224,224,door_dent,1,1,220,224,door_dent
459.jpeg,224,224,head_lamp,19,31,224,215,head_lamp
46.jpeg,224,224,bumper_dent,1,1,224,199,bumper_dent
460.jpeg,224,224,head_lamp,1,1,224,204,head_lamp
461.jpeg,224,224,door_dent,47,73,126,165,door_dent
462.jpeg,224,224,door_dent,1,1,224,171,door_dent
463.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
464.jpeg,224,224,tail_lamp,1,1,224,206,tail_lamp
465.jpeg,224,224,No_Damage,1,56,224,216,No_Damage
466.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter
467.jpeg,224,224,door_dent,1,1,224,224,door_dent
468.jpeg,224,224,door_dent,1,1,224,224,door_dent
469.jpeg,224,224,tail_lamp,1,1,224,204,tail_lamp
47.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
470.jpeg,224,224,tail_lamp,1,1,185,210,tail_lamp
471.jpeg,224,224,No_Damage,1,24,224,181,No_Damage
472.jpeg,224,224,No_Damage,1,25,224,221,No_Damage
473.jpeg,224,224,tail_lamp,83,1,224,224,tail_lamp
474.jpeg,224,224,No_Damage,1,8,224,212,No_Damage
475.jpeg,224,224,door_dent,1,1,224,224,door_dent
476.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
477.jpeg,224,224,head_lamp,1,1,224,183,head_lamp
478.jpeg,224,224,No_Damage,1,49,224,221,No_Damage
479.jpeg,224,224,severe_damage,1,49,128,202,severe_damage
48.jpeg,224,224,No_Damage,1,127,224,217,No_Damage
480.jpeg,224,224,door_dent,1,1,224,202,door_dent
481.jpeg,224,224,tail_lamp,1,1,224,223,tail_lamp
482.jpeg,224,224,glass_shatter,1,1,224,214,glass_shatter
483.jpeg,224,224,head_lamp,1,11,224,216,head_lamp
484.jpeg,224,224,glass_shatter,1,1,224,203,glass_shatter
485.jpeg,224,224,glass_shatter,1,12,224,202,glass_shatter
486.jpeg,224,224,door_scratch,1,1,224,223,door_scratch
487.jpeg,224,224,head_lamp,38,28,224,215,head_lamp
488.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
489.jpeg,224,224,glass_shatter,1,1,224,202,glass_shatter
49.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
490.jpeg,224,224,door_dent,33,46,174,193,door_dent
491.jpeg,224,224,No_Damage,1,24,224,185,No_Damage
492.jpeg,224,224,door_dent,1,1,223,224,door_dent
493.jpeg,224,224,head_lamp,3,3,224,183,head_lamp
494.jpeg,224,224,door_dent,1,27,129,165,door_dent
495.jpeg,224,224,front_damage,1,82,224,212,front_damage
496.jpeg,224,224,glass_shatter,1,1,224,223,glass_shatter
497.jpeg,224,224,bumper_dent,70,1,224,222,bumper_dent
498.jpeg,224,224,bumper_scratch,1,1,224,224,bumper_scratch
499.jpeg,224,224,bumper_scratch,1,1,224,221,bumper_scratch
5.jpeg,224,224,front_damage,15,32,147,174,front_damage
50.jpeg,224,224,door_dent,1,1,224,224,door_dent
500.jpeg,224,224,No_Damage,1,11,224,224,No_Damage
501.jpeg,224,224,door_scratch,1,1,224,223,door_scratch
502.jpeg,224,224,No_Damage,1,6,224,214,No_Damage
503.jpeg,224,224,severe_damage,1,28,224,214,severe_damage
504.jpeg,224,224,bumper_dent,1,1,224,224,bumper_dent
505.jpeg,224,224,bumper_dent,1,1,224,192,bumper_dent
506.jpeg,224,224,head_lamp,1,1,224,224,head_lamp
507.jpeg,224,224,glass_shatter,1,19,224,224,glass_shatter
508.jpeg,224,224,bumper_scratch,1,1,224,152,bumper_scratch
509.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
51.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
510.jpeg,224,224,door_scratch,1,1,224,165,door_scratch
511.jpeg,224,224,No_Damage,1,38,224,169,No_Damage
512.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
513.jpeg,224,224,bumper_dent,118,128,199,198,bumper_dent
514.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
515.jpeg,224,224,severe_damage,1,1,224,202,severe_damage
516.jpeg,224,224,tail_lamp,1,1,224,215,tail_lamp
517.jpeg,224,224,tail_lamp,1,1,224,224,tail_lamp
518.jpeg,224,224,tail_lamp,1,1,151,130,tail_lamp
519.jpeg,224,224,glass_shatter,1,50,224,223,glass_shatter
52.jpeg,224,224,tail_lamp,1,1,224,222,tail_lamp
520.jpeg,224,224,glass_shatter,1,38,224,191,glass_shatter
521.jpeg,224,224,door_scratch,1,48,224,165,door_scratch
522.jpeg,224,224,No_Damage,27,24,224,195,No_Damage
523.jpeg,224,224,severe_damage,9,14,224,223,severe_damage
524.jpeg,224,224,glass_shatter,1,1,224,224,glass_shatter
525.jpeg,224,224,door_scratch,1,1,224,224,door_scratch
526.jpeg,224,224,door_dent,1,1,222,207,door_dent
527.jpeg,224,224,head_lamp,1,1,224,200,head_lamp
528.jpeg,224,224,No_Damage,8,30,213,188,No_Damage
529.jpeg,224,224,door_scratch,1,1,224,201,door_scratch
53.jpeg,224,224,Severe_Damage,1,64,224,224,No_Damage
530.jpeg,224,224,No_Damage,1,9,224,212,No_Damage
531.jpeg,224,224,bumper_dent,1,1,224,223,bumper_dent
532.jpeg,224,224,No_Damage,1,60,223,194,No_Damage
533.jpeg,224,224,bumper_dent,1,1,224,216,bumper_dent
533.jpeg,224,224,bumper_dent,72,99,175,185,bumper_dent
534.jpeg,224,224,door_dent,1,1,222,202,door_dent
535.jpeg,224,224,bumper_scratch,1,1,224,202,bumper_scratch
